Cons_No,Contract_Ac,Contract,Install_No,GIC_Code,Sch_No.,Leg_Ac_No,Meter_No,Meter_Typ,Tariff,PSC_Cons_IBC,IBC_Name,AMR_STATUS,Actual_Latitude,Actual_Longitude,DTS_ID,PMT_Name,FeederID_(BH),Feeder_Name_(BH),FeederID,Feeder_Name,CM_No
AL209641,400002153554,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL265795,400002227477,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL794183,400002029136,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL010153,400002144307,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL006455,400002107064,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP047616,400002109652,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL767745,400002033737,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TP009149,400002201680,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL155799,400002090773,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000055,400002035799,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BH000482,400002016883,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL109450,400002099673,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL018204,400002164246,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000461,400002065884,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000030,400002061943,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000032,400002105509,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL268788,400002227957,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP076959,400002190050,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL018184,400002164645,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL099239,400002067372,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TP008597,400002155182,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP060847,400002216319,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP060882,400002240376,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL396415,400002240406,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL022698,400002107676,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000028,400002153759,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP078729,400002043333,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL063327,400002045441,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP056904,400002144717,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000030,400002109180,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000053,400002035632,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL384093,400002194064,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL075073,400002158416,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP001576,400002201796,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL540129,400002158785,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000335,400002043651,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000111,400002215002,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL162980,400002231822,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL795338,400002130252,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002033017,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL000648,400002190123,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL056498,400002242719,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064876,400002235623,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002140614,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002140371,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002140908,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002140797,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064882,400002235429,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL068507,400002132565,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064879,400002235690,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL068506,400002132387,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168574,400002061749,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL443291,400002130082,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL066813,400002212507,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL071438,400002134029,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL066595,400002238398,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP001774,400002184344,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL072689,400002235496,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002024878,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064928,400002235550,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL092781,400002218044,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064881,400002235526,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064877,400002235585,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL068311,400002026625,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL039687,400002146000,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002140193,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL031164,400002020357,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002093764,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168579,400002076991,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168690,400002076649,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL071397,400002132751,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064889,400002200471,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL071439,400002134193,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL065777,400002192665,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168575,400002061609,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL065778,400002192436,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168691,400002076452,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064789,400002231571,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168692,400002076290,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064788,400002231617,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002031707,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL067605,400002192932,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL092782,400002217846,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL193342,400002252037,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL066812,400002212216,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002067623,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002142129,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL795339,400002130392,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL061631,400002242913,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL060941,400002242794,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062810,400002242767,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002067879,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL068326,400002210280,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL161462,400002190007,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064736,400002242824,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP001113,400002151098,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP001836,400002031270,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002031084,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL795335,400002128738,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL067138,400002210965,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL161463,400002190689,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL061000,400002235216,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL795340,400002130449,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL067139,400002212100,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064880,400002235453,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL795337,400002130058,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL002287,400002065191,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002031505,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL107320,400002213328,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002031866,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL071287,400002238371,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL066814,400002214014,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168699,400002061177,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL061008,400002235240,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168576,400002061439,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL071286,400002238355,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168573,400002061900,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL443296,400002130837,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL213118,400002130643,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL443300,400002128215,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002034644,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL060942,400002242735,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062809,400002242883,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP009104,400002152531,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL060920,400002242859,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL066811,400002212364,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168697,400002059841,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP009205,400002261586,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168696,400002059687,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL795334,400002128479,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL009619,400002200994,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002034768,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL443292,400002130497,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002024185,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL071440,400002134401,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002022948,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002022530,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002022336,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168578,400002078013,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064786,400002231687,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002022131,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002022743,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002024681,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002024037,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL071131,400002132018,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL070712,400002130357,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002020996,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL071132,400002132212,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL129112,400002041098,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168881,400002080069,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168879,400002078498,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064732,400002231814,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168876,400002078177,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064734,400002231741,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168877,400002078374,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168882,400002078919,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168883,400002080158,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168878,400002078722,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL068328,400002130112,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168880,400002080336,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064733,400002231776,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002020643,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064925,400002122217,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168884,400002080484,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL021495,400002081162,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL065238,400002120777,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL071134,400002130791,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168885,400002080727,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168887,400002080980,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064926,400002122063,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064735,400002231717,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL065745,400002120257,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL065237,400002120974,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP025884,400002197721,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL173895,400002008740,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL286128,400002146124,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL195558,400002197209,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL070711,400002128843,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL440708,400002004184,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL569451,400001992967,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL068314,400002128665,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL286118,400002144277,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002026099,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL286122,400002144512,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL440709,400002002971,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL068315,400002128495,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL286129,400002146310,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062877,400002235097,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL109774,400002233868,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL068324,400002026145,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL221344,400002162065,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168577,400002061277,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL011074,400002254822,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168571,400002030169,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL605432,400001987842,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064874,400002231539,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL044619,400002197926,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168569,400002030614,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064787,400002231644,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168570,400002030387,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168572,400002028946,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL212924,400002227612,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064878,400002235658,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002093907,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012094,400002095023,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL067603,400002198108,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168689,400002076827,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL795333,400002128355,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL068312,400002210477,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL065788,400002083114,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL795330,400002126735,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL067210,400002210590,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL067135,400002210736,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL795329,400002126611,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL067606,400002113498,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL795332,400002128118,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL071641,400002164149,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL068325,400002026447,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL071133,400002130619,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL795327,400002126123,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL213933,400002216696,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL068508,400002132972,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL286124,400002144946,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL007499,400002111088,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL795328,400002126336,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL065789,400002079648,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL795331,400002126905,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL071639,400002026277,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL067628,400002075437,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL067629,400002075294,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL065775,400002184328,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL067720,400002122993,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL065776,400002184147,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL066864,400002073712,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
